Camera,Timestamp,Year,Month,Total Offenses,Total Unique Offenders,New Offenders This Month,Repeat Offenders,Repeat Offenders Within The Year,Repeat Offenders Within Past 6 Months,Repeat Offenders Within The Month
341 W 76th ST,28,2017,6,693,676,23,1,1,1,1
341 W 76th ST,28,2017,7,693,676,0,0,0,0,0
341 W 76th ST,28,2017,8,693,676,0,0,0,0,0
341 W 76th ST,29,2017,9,710,692,16,1,1,1,0
341 W 76th ST,30,2017,10,725,706,14,1,1,0,0
341 W 76th ST,31,2017,11,750,729,23,2,2,1,1
341 W 76th ST,32,2017,12,795,770,41,4,4,4,1
341 W 76th ST,33,2018,1,818,789,19,4,4,4,0
341 W 76th ST,34,2018,2,833,804,15,0,0,0,0
341 W 76th ST,35,2018,3,866,835,31,2,1,1,0
341 W 76th ST,36,2018,4,894,861,26,2,1,1,0
341 W 76th ST,36,2018,5,894,861,0,0,0,0,0
3450 W 71ST,1,2013,10,76,64,64,12,12,12,12
3450 W 71ST,2,2013,11,482,391,327,79,79,79,60
3450 W 71ST,3,2013,12,824,680,289,53,53,53,28
3450 W 71ST,4,2014,1,1002,834,154,24,24,24,13
3450 W 71ST,5,2014,2,1170,984,150,18,18,18,4
3450 W 71ST,6,2014,3,1483,1247,263,50,50,50,18
3450 W 71ST,7,2014,4,1891,1592,345,63,63,63,17
3450 W 71ST,8,2014,5,2270,1917,325,54,54,53,20
3450 W 71ST,9,2014,6,2580,2163,246,64,64,55,12
3450 W 71ST,10,2014,7,2974,2491,328,66,66,66,29
3450 W 71ST,11,2014,8,3320,2792,301,45,45,41,11
3450 W 71ST,12,2014,9,3686,3109,317,49,49,48,16
3450 W 71ST,13,2014,10,4086,3460,351,49,49,46,8
3450 W 71ST,14,2014,11,4531,3820,360,85,85,77,24
3450 W 71ST,15,2014,12,4959,4179,359,69,68,56,14
3450 W 71ST,16,2015,1,5192,4372,193,40,39,31,9
3450 W 71ST,17,2015,2,5400,4555,183,25,24,20,4
3450 W 71ST,18,2015,3,5664,4789,234,30,28,24,7
3450 W 71ST,19,2015,4,5980,5051,262,54,52,39,11
3450 W 71ST,20,2015,5,6280,5301,250,50,47,39,16
3450 W 71ST,21,2015,6,6581,5560,259,42,37,31,7
3450 W 71ST,22,2015,7,6893,5812,252,60,49,37,14
3450 W 71ST,23,2015,8,7247,6096,284,70,63,50,13
3450 W 71ST,24,2015,9,7544,6346,250,47,42,36,21
3450 W 71ST,25,2015,10,7823,6578,232,47,44,40,10
3450 W 71ST,26,2015,11,8098,6800,222,53,49,38,5
3450 W 71ST,27,2015,12,8404,7070,270,36,26,20,7
3450 W 71ST,28,2016,1,8700,7318,248,48,37,31,10
3450 W 71ST,29,2016,2,9018,7589,271,47,41,35,16
3450 W 71ST,30,2016,3,9290,7818,229,43,35,22,6
3450 W 71ST,31,2016,4,9606,8085,267,49,42,32,7
3450 W 71ST,32,2016,5,9888,8323,238,44,36,30,10
3450 W 71ST,33,2016,6,10156,8549,226,42,31,26,10
3450 W 71ST,34,2016,7,10408,8758,209,43,33,30,13
3450 W 71ST,35,2016,8,10646,8954,196,42,37,32,7
3450 W 71ST,36,2016,9,10800,9084,130,24,17,9,0
3450 W 71ST,37,2016,10,11000,9249,165,35,29,21,7
3450 W 71ST,38,2016,11,11246,9470,221,25,22,17,6
3450 W 71ST,39,2016,12,11436,9627,157,33,23,16,3
3450 W 71ST,40,2017,1,11644,9801,174,34,28,22,7
3450 W 71ST,41,2017,2,11850,9976,175,31,26,20,8
3450 W 71ST,42,2017,3,11967,10074,98,19,13,11,2
3450 W 71ST,43,2017,4,12184,10252,178,39,28,26,7
3450 W 71ST,44,2017,5,12374,10411,159,31,23,19,2
3450 W 71ST,45,2017,6,12568,10575,164,30,22,19,4
3450 W 71ST,46,2017,7,12781,10750,175,38,29,24,5
3450 W 71ST,47,2017,8,12986,10922,172,33,26,25,8
3450 W 71ST,48,2017,9,13191,11104,182,23,16,13,2
3450 W 71ST,49,2017,10,13332,11231,127,14,12,11,3
3450 W 71ST,50,2017,11,13526,11389,158,36,25,23,7
3450 W 71ST,51,2017,12,13719,11554,165,28,18,13,2
3450 W 71ST,52,2018,1,13895,11694,140,36,26,19,6
3450 W 71ST,53,2018,2,14013,11793,99,19,12,8,1
3450 W 71ST,54,2018,3,14232,11982,189,30,20,19,5
3450 W 71ST,55,2018,4,14398,12116,134,32,20,17,5
3450 W 71ST,55,2018,5,14398,12116,0,0,0,0,0
346 W 76th ST,1,2014,6,34,32,32,2,2,2,2
346 W 76th ST,2,2014,7,145,140,108,3,3,3,1
346 W 76th ST,2,2014,8,145,140,0,0,0,0,0
346 W 76th ST,3,2014,9,286,277,137,4,4,4,2
346 W 76th ST,4,2014,10,357,343,66,5,5,5,1
346 W 76th ST,5,2014,11,396,381,38,1,1,1,0
346 W 76th ST,6,2014,12,456,436,55,5,5,5,1
346 W 76th ST,7,2015,1,496,475,39,1,1,1,0
346 W 76th ST,8,2015,2,522,499,24,2,2,2,0
346 W 76th ST,9,2015,3,582,556,57,3,3,3,1
346 W 76th ST,10,2015,4,628,600,44,2,2,2,0
346 W 76th ST,11,2015,5,675,645,45,2,2,2,0
346 W 76th ST,12,2015,6,737,705,60,2,2,2,1
346 W 76th ST,12,2015,7,737,705,0,0,0,0,0
346 W 76th ST,12,2015,8,737,705,0,0,0,0,0
346 W 76th ST,12,2015,9,737,705,0,0,0,0,0
346 W 76th ST,12,2015,10,737,705,0,0,0,0,0
346 W 76th ST,12,2015,11,737,705,0,0,0,0,0
346 W 76th ST,12,2015,12,737,705,0,0,0,0,0
346 W 76th ST,13,2016,1,786,752,47,2,2,1,0
346 W 76th ST,14,2016,2,843,806,54,3,3,2,1
346 W 76th ST,15,2016,3,906,867,61,2,2,1,0
346 W 76th ST,16,2016,4,949,909,42,1,1,1,0
346 W 76th ST,17,2016,5,1027,986,77,1,0,0,0
346 W 76th ST,18,2016,6,1078,1037,51,0,0,0,0
346 W 76th ST,18,2016,7,1078,1037,0,0,0,0,0
346 W 76th ST,18,2016,8,1078,1037,0,0,0,0,0
346 W 76th ST,19,2016,9,1161,1116,79,4,4,4,3
346 W 76th ST,20,2016,10,1225,1177,61,3,2,1,0
346 W 76th ST,21,2016,11,1254,1206,29,0,0,0,0
346 W 76th ST,22,2016,12,1277,1227,21,2,1,1,0
346 W 76th ST,23,2017,1,1297,1247,20,0,0,0,0
346 W 76th ST,24,2017,2,1331,1280,33,1,1,1,0
346 W 76th ST,25,2017,3,1368,1313,33,4,4,4,2
346 W 76th ST,26,2017,4,1403,1342,29,6,4,3,1
346 W 76th ST,27,2017,5,1464,1401,59,2,2,2,0
346 W 76th ST,28,2017,6,1490,1427,26,0,0,0,0
346 W 76th ST,28,2017,7,1490,1427,0,0,0,0,0
346 W 76th ST,28,2017,8,1490,1427,0,0,0,0,0
346 W 76th ST,29,2017,9,1579,1512,85,4,4,3,2
346 W 76th ST,30,2017,10,1633,1560,48,6,5,5,2
346 W 76th ST,31,2017,11,1673,1598,38,2,2,2,0
346 W 76th ST,32,2017,12,1720,1644,46,1,1,1,0
346 W 76th ST,33,2018,1,1758,1679,35,3,2,2,0
346 W 76th ST,34,2018,2,1784,1702,23,3,3,3,1
346 W 76th ST,35,2018,3,1832,1747,45,3,3,2,0
346 W 76th ST,36,2018,4,1914,1825,78,4,4,3,2
346 W 76th ST,37,2018,5,1915,1826,1,0,0,0,0
3521 N WESTERN,1,2014,3,125,124,124,1,1,1,1
3521 N WESTERN,2,2014,4,398,390,266,7,7,7,4
3521 N WESTERN,3,2014,5,795,766,376,21,21,21,12
3521 N WESTERN,4,2014,6,962,920,154,13,13,13,1
3521 N WESTERN,5,2014,7,1124,1069,149,13,13,13,4
3521 N WESTERN,5,2014,8,1124,1069,0,0,0,0,0
3521 N WESTERN,6,2014,9,1286,1225,156,6,6,6,1
3521 N WESTERN,7,2014,10,1468,1400,175,7,7,7,2
3521 N WESTERN,8,2014,11,1612,1540,140,4,4,4,1
3521 N WESTERN,9,2014,12,1905,1826,286,7,7,7,3
3521 N WESTERN,10,2015,1,2315,2216,390,20,20,17,7
3521 N WESTERN,11,2015,2,2535,2422,206,14,14,12,2
3521 N WESTERN,11,2015,3,2535,2422,0,0,0,0,0
3521 N WESTERN,12,2015,4,2793,2665,243,15,15,10,5
3521 N WESTERN,13,2015,5,3375,3209,544,38,38,31,6
3521 N WESTERN,14,2015,6,3618,3440,231,12,11,7,1
3521 N WESTERN,14,2015,7,3618,3440,0,0,0,0,0
3521 N WESTERN,14,2015,8,3618,3440,0,0,0,0,0
3521 N WESTERN,15,2015,9,3764,3579,139,7,7,7,1
3521 N WESTERN,16,2015,10,3789,3604,25,0,0,0,0
3521 N WESTERN,17,2015,11,3896,3707,103,4,4,4,1
3521 N WESTERN,18,2015,12,3948,3757,50,2,2,1,0
3521 N WESTERN,19,2016,1,4079,3880,123,8,6,1,0
3521 N WESTERN,20,2016,2,4185,3984,104,2,2,2,0
3521 N WESTERN,21,2016,3,4291,4084,100,6,6,3,0
3521 N WESTERN,21,2016,4,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2016,5,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2016,6,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2016,7,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2016,8,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2016,9,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2016,10,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2016,11,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2016,12,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2017,1,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2017,2,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2017,3,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2017,4,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2017,5,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2017,6,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2017,7,4291,4084,0,0,0,0,0
3521 N WESTERN,21,2017,8,4291,4084,0,0,0,0,0
3521 N WESTERN,22,2017,9,4779,4551,467,21,18,14,11
3521 N WESTERN,23,2017,10,5233,4973,422,32,28,20,4
3521 N WESTERN,24,2017,11,5610,5323,350,27,25,25,4
3521 N WESTERN,25,2017,12,5976,5665,342,24,24,23,5
3521 N WESTERN,26,2018,1,6276,5944,279,21,16,15,7
3521 N WESTERN,27,2018,2,6621,6262,318,27,22,17,5
3521 N WESTERN,28,2018,3,6863,6478,216,26,21,20,3
3521 N WESTERN,29,2018,4,7054,6650,172,19,17,14,2
3521 N WESTERN,29,2018,5,7054,6650,0,0,0,0,0
3534 N WESTERN,1,2014,3,192,188,188,4,4,4,4
3534 N WESTERN,2,2014,4,618,603,415,11,11,11,8
3534 N WESTERN,3,2014,5,1293,1246,643,32,32,32,12
3534 N WESTERN,4,2014,6,1631,1563,317,21,21,21,4
3534 N WESTERN,5,2014,7,1987,1901,338,18,18,18,6
3534 N WESTERN,5,2014,8,1987,1901,0,0,0,0,0
3534 N WESTERN,6,2014,9,2333,2227,326,20,20,20,5
3534 N WESTERN,7,2014,10,2662,2539,312,17,17,17,3
3534 N WESTERN,8,2014,11,2804,2674,135,7,7,7,0
3534 N WESTERN,9,2014,12,2989,2851,177,8,8,7,1
3534 N WESTERN,10,2015,1,3328,3183,332,7,7,6,1
3534 N WESTERN,11,2015,2,3671,3510,327,16,16,13,2
3534 N WESTERN,12,2015,3,4208,4012,502,35,35,26,7
3534 N WESTERN,13,2015,4,4392,4187,175,9,9,7,0
3534 N WESTERN,14,2015,5,4957,4718,531,34,33,19,7
3534 N WESTERN,15,2015,6,5510,5231,513,40,36,28,9
3534 N WESTERN,15,2015,7,5510,5231,0,0,0,0,0
3534 N WESTERN,15,2015,8,5510,5231,0,0,0,0,0
3534 N WESTERN,16,2015,9,5872,5573,342,20,19,16,8
3534 N WESTERN,17,2015,10,6336,6009,436,28,26,22,4
3534 N WESTERN,18,2015,11,6574,6228,219,19,17,14,4
3534 N WESTERN,19,2015,12,6788,6433,205,9,7,6,0
3534 N WESTERN,20,2016,1,7092,6720,287,17,15,10,2
3534 N WESTERN,21,2016,2,7606,7182,462,52,46,33,7
3534 N WESTERN,22,2016,3,7704,7273,91,7,7,4,0
3534 N WESTERN,22,2016,4,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2016,5,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2016,6,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2016,7,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2016,8,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2016,9,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2016,10,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2016,11,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2016,12,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2017,1,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2017,2,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2017,3,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2017,4,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2017,5,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2017,6,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2017,7,7704,7273,0,0,0,0,0
3534 N WESTERN,22,2017,8,7704,7273,0,0,0,0,0
3534 N WESTERN,23,2017,9,8128,7669,396,28,21,15,12
3534 N WESTERN,24,2017,10,8699,8178,509,62,58,47,23
3534 N WESTERN,25,2017,11,9048,8505,327,22,22,22,4
3534 N WESTERN,26,2017,12,9440,8859,354,38,32,29,8
3534 N WESTERN,27,2018,1,9898,9278,419,39,36,32,9
3534 N WESTERN,28,2018,2,10338,9677,399,41,37,33,4
3534 N WESTERN,29,2018,3,10889,10180,503,48,47,42,7
3534 N WESTERN,30,2018,4,11542,10744,564,89,79,74,16
3534 N WESTERN,31,2018,5,11543,10745,1,0,0,0,0
3535 E 95TH ST,1,2014,8,28,28,28,0,0,0,0
3535 E 95TH ST,2,2014,9,67,66,38,1,1,1,1
3535 E 95TH ST,3,2014,10,95,92,26,2,2,2,0
3535 E 95TH ST,4,2014,11,131,125,33,3,3,3,0
3535 E 95TH ST,5,2014,12,161,155,30,0,0,0,0
3535 E 95TH ST,6,2015,1,195,186,31,3,3,3,0
3535 E 95TH ST,7,2015,2,225,216,30,0,0,0,0
3535 E 95TH ST,8,2015,3,259,248,32,2,2,2,0
3535 E 95TH ST,9,2015,4,309,297,49,1,1,1,0
3535 E 95TH ST,10,2015,5,366,347,50,7,7,6,0
3535 E 95TH ST,11,2015,6,420,395,48,6,6,6,0
3535 E 95TH ST,12,2015,7,504,475,80,4,4,4,2
3535 E 95TH ST,13,2015,8,585,547,72,9,9,9,0
3535 E 95TH ST,14,2015,9,652,607,60,7,7,7,4
3535 E 95TH ST,15,2015,10,724,672,65,7,7,5,0
3535 E 95TH ST,16,2015,11,759,704,32,3,2,2,0
3535 E 95TH ST,17,2015,12,815,753,49,7,7,4,1
3535 E 95TH ST,18,2016,1,881,816,63,3,3,3,0
3535 E 95TH ST,19,2016,2,919,851,35,3,3,2,0
3535 E 95TH ST,20,2016,3,965,895,44,2,2,2,0
3535 E 95TH ST,21,2016,4,1023,950,55,3,3,3,1
3535 E 95TH ST,22,2016,5,1092,1012,62,7,7,4,2
3535 E 95TH ST,23,2016,6,1143,1057,45,6,5,3,0
3535 E 95TH ST,24,2016,7,1191,1098,41,7,7,6,3
3535 E 95TH ST,25,2016,8,1247,1149,51,5,3,3,2
3535 E 95TH ST,26,2016,9,1308,1202,53,8,8,5,3
3535 E 95TH ST,27,2016,10,1359,1248,46,5,4,3,0
3535 E 95TH ST,28,2016,11,1399,1288,40,0,0,0,0
3535 E 95TH ST,29,2016,12,1424,1312,24,1,0,0,0
3535 E 95TH ST,30,2017,1,1455,1342,30,1,1,0,0
3535 E 95TH ST,31,2017,2,1486,1369,27,4,2,2,1
3535 E 95TH ST,32,2017,3,1517,1399,30,1,1,1,0
3535 E 95TH ST,33,2017,4,1543,1424,25,1,1,1,0
3535 E 95TH ST,34,2017,5,1585,1463,39,3,3,1,0
3535 E 95TH ST,35,2017,6,1617,1490,27,5,3,2,1
3535 E 95TH ST,36,2017,7,1688,1559,69,2,1,1,0
3535 E 95TH ST,37,2017,8,1718,1585,26,4,1,1,1
3535 E 95TH ST,38,2017,9,1794,1656,71,5,4,2,0
3535 E 95TH ST,39,2017,10,1873,1726,70,9,7,5,1
3535 E 95TH ST,40,2017,11,1933,1778,52,8,6,4,0
3535 E 95TH ST,41,2017,12,2000,1841,63,4,1,1,1
3535 E 95TH ST,42,2018,1,2050,1887,46,4,3,2,0
3535 E 95TH ST,43,2018,2,2088,1923,36,2,2,2,0
3535 E 95TH ST,44,2018,3,2140,1971,48,4,3,3,0
3535 E 95TH ST,45,2018,4,2185,2012,41,4,4,2,0
3535 E 95TH ST,45,2018,5,2185,2012,0,0,0,0,0
3542 E 95TH ST,1,2014,8,42,42,42,0,0,0,0
3542 E 95TH ST,2,2014,9,139,136,94,3,3,3,0
3542 E 95TH ST,3,2014,10,194,187,51,4,4,4,1
3542 E 95TH ST,4,2014,11,309,295,108,7,7,7,2
3542 E 95TH ST,5,2014,12,467,437,142,16,16,16,7
3542 E 95TH ST,6,2015,1,578,531,94,17,17,17,3
3542 E 95TH ST,7,2015,2,680,622,91,11,11,11,2
3542 E 95TH ST,8,2015,3,851,774,152,19,19,18,4
3542 E 95TH ST,9,2015,4,1001,898,124,26,26,26,5
3542 E 95TH ST,10,2015,5,1169,1045,147,21,21,20,4
3542 E 95TH ST,11,2015,6,1350,1184,139,42,42,40,7
3542 E 95TH ST,12,2015,7,1528,1332,148,30,30,26,8
3542 E 95TH ST,13,2015,8,1692,1473,141,23,23,21,2
3542 E 95TH ST,14,2015,9,1804,1564,91,21,21,16,5
3542 E 95TH ST,15,2015,10,1935,1676,112,19,18,15,3
3542 E 95TH ST,16,2015,11,2052,1783,107,10,10,10,1
3542 E 95TH ST,17,2015,12,2147,1861,78,17,15,11,3
3542 E 95TH ST,18,2016,1,2250,1952,91,12,10,8,3
3542 E 95TH ST,19,2016,2,2362,2041,89,23,22,13,3
3542 E 95TH ST,20,2016,3,2495,2154,113,20,20,16,5
3542 E 95TH ST,21,2016,4,2616,2245,91,30,25,22,7
3542 E 95TH ST,22,2016,5,2774,2383,138,20,20,10,2
3542 E 95TH ST,23,2016,6,2918,2507,124,20,19,14,2
3542 E 95TH ST,24,2016,7,3062,2633,126,18,13,10,1
3542 E 95TH ST,25,2016,8,3184,2740,107,15,12,10,5
3542 E 95TH ST,26,2016,9,3284,2823,83,17,13,11,3
3542 E 95TH ST,27,2016,10,3399,2925,102,13,13,7,1
3542 E 95TH ST,28,2016,11,3479,2995,70,10,8,6,2
3542 E 95TH ST,29,2016,12,3548,3052,57,12,9,8,1
3542 E 95TH ST,30,2017,1,3610,3107,55,7,5,4,0
3542 E 95TH ST,31,2017,2,3696,3172,65,21,14,9,0
3542 E 95TH ST,32,2017,3,3799,3260,88,15,14,9,6
3542 E 95TH ST,33,2017,4,3883,3326,66,18,15,12,3
3542 E 95TH ST,34,2017,5,3987,3409,83,21,18,10,0
3542 E 95TH ST,35,2017,6,4212,3595,186,39,31,26,16
3542 E 95TH ST,36,2017,7,4458,3780,185,61,53,48,16
3542 E 95TH ST,37,2017,8,4512,3820,40,14,12,12,1
3542 E 95TH ST,38,2017,9,4664,3934,114,38,30,26,10
3542 E 95TH ST,39,2017,10,4821,4058,124,33,30,29,3
3542 E 95TH ST,40,2017,11,4957,4168,110,26,21,20,3
3542 E 95TH ST,41,2017,12,5077,4274,106,14,13,10,0
3542 E 95TH ST,42,2018,1,5171,4350,76,18,13,10,2
3542 E 95TH ST,43,2018,2,5209,4383,33,5,5,2,1
3542 E 95TH ST,44,2018,3,5245,4411,28,8,5,2,0
3542 E 95TH ST,45,2018,4,5280,4440,29,6,4,4,0
3542 E 95TH ST,45,2018,5,5280,4440,0,0,0,0,0
3646 W MADISON,1,2013,10,80,75,75,5,5,5,5
3646 W MADISON,2,2013,11,913,727,652,181,181,181,135
3646 W MADISON,3,2013,12,1725,1320,593,219,219,219,72
3646 W MADISON,4,2014,1,2154,1637,317,112,112,112,18
3646 W MADISON,5,2014,2,2676,2046,409,113,113,113,22
3646 W MADISON,6,2014,3,3370,2585,539,155,155,155,52
3646 W MADISON,7,2014,4,4141,3175,590,181,181,181,54
3646 W MADISON,8,2014,5,4923,3800,625,157,157,157,32
3646 W MADISON,9,2014,6,5641,4367,567,151,151,146,52
3646 W MADISON,10,2014,7,6553,5060,693,219,219,206,71
3646 W MADISON,11,2014,8,7419,5725,665,201,201,192,51
3646 W MADISON,12,2014,9,8216,6342,617,180,180,171,49
3646 W MADISON,13,2014,10,9044,6964,622,206,206,186,37
3646 W MADISON,14,2014,11,9896,7631,667,185,185,155,30
3646 W MADISON,15,2014,12,10684,8240,609,179,179,159,34
3646 W MADISON,16,2015,1,11263,8683,443,136,135,113,24
3646 W MADISON,17,2015,2,11880,9166,483,134,126,110,29
3646 W MADISON,18,2015,3,12773,9857,691,202,194,165,48
3646 W MADISON,19,2015,4,13765,10617,760,232,224,185,46
3646 W MADISON,20,2015,5,15008,11575,958,285,273,233,72
3646 W MADISON,21,2015,6,16138,12467,892,238,227,193,51
3646 W MADISON,22,2015,7,17144,13240,773,233,209,178,43
3646 W MADISON,23,2015,8,18028,13897,657,227,209,187,39
3646 W MADISON,24,2015,9,19093,14690,793,272,257,232,51
3646 W MADISON,25,2015,10,20304,15597,907,304,280,244,71
3646 W MADISON,26,2015,11,21351,16364,767,280,252,211,54
3646 W MADISON,27,2015,12,22258,17049,685,222,206,174,39
3646 W MADISON,28,2016,1,23149,17703,654,237,217,186,35
3646 W MADISON,29,2016,2,23998,18366,663,186,174,141,43
3646 W MADISON,30,2016,3,24903,19033,667,238,209,165,66
3646 W MADISON,31,2016,4,25849,19740,707,239,219,185,46
3646 W MADISON,32,2016,5,26941,20553,813,279,247,208,47
3646 W MADISON,33,2016,6,27881,21269,716,224,198,154,45
3646 W MADISON,34,2016,7,28727,21895,626,220,196,153,42
3646 W MADISON,35,2016,8,29624,22547,652,245,220,189,61
3646 W MADISON,36,2016,9,30605,23268,721,260,236,201,70
3646 W MADISON,37,2016,10,31491,23900,632,254,214,176,34
3646 W MADISON,38,2016,11,32388,24546,646,251,211,174,37
3646 W MADISON,39,2016,12,33060,25050,504,168,131,108,31
3646 W MADISON,40,2017,1,33556,25407,357,139,121,98,24
3646 W MADISON,41,2017,2,34071,25769,362,153,131,118,29
3646 W MADISON,42,2017,3,34607,26174,405,131,102,73,21
3646 W MADISON,43,2017,4,35186,26616,442,137,112,87,35
3646 W MADISON,44,2017,5,35808,27087,471,151,128,110,38
3646 W MADISON,45,2017,6,36474,27585,498,168,129,109,26
3646 W MADISON,46,2017,7,37200,28141,556,170,128,117,39
3646 W MADISON,47,2017,8,37918,28666,525,193,176,159,43
3646 W MADISON,48,2017,9,38610,29176,510,182,154,135,38
3646 W MADISON,49,2017,10,39137,29553,377,150,131,114,24
3646 W MADISON,50,2017,11,39682,29946,393,152,123,99,25
3646 W MADISON,51,2017,12,40222,30349,403,137,117,103,20
3646 W MADISON,52,2018,1,40640,30651,302,116,89,77,13
3646 W MADISON,53,2018,2,41035,30955,304,91,72,62,22
3646 W MADISON,54,2018,3,41591,31382,427,129,109,96,29
3646 W MADISON,55,2018,4,42122,31772,390,141,113,103,27
3646 W MADISON,55,2018,5,42122,31772,0,0,0,0,0
3655 W JACKSON,1,2013,10,35,31,31,4,4,4,4
3655 W JACKSON,2,2013,11,451,371,340,76,76,76,61
3655 W JACKSON,3,2013,12,854,707,336,67,67,67,25
3655 W JACKSON,4,2014,1,983,816,109,20,20,20,2
3655 W JACKSON,5,2014,2,1198,997,181,34,34,34,8
3655 W JACKSON,6,2014,3,1530,1284,287,45,45,45,12
3655 W JACKSON,7,2014,4,1938,1639,355,53,53,53,19
3655 W JACKSON,8,2014,5,2266,1915,276,52,52,52,7
3655 W JACKSON,9,2014,6,2614,2211,296,52,52,50,14
3655 W JACKSON,10,2014,7,2934,2465,254,66,66,63,9
3655 W JACKSON,11,2014,8,3199,2697,232,33,33,32,11
3655 W JACKSON,12,2014,9,3483,2942,245,39,39,38,10
3655 W JACKSON,13,2014,10,3802,3217,275,44,44,38,11
3655 W JACKSON,14,2014,11,4142,3502,285,55,55,44,5
3655 W JACKSON,15,2014,12,4510,3816,314,54,54,45,7
3655 W JACKSON,16,2015,1,4776,4044,228,38,35,27,5
3655 W JACKSON,17,2015,2,5006,4243,199,31,29,22,2
3655 W JACKSON,18,2015,3,5422,4600,357,59,57,51,18
3655 W JACKSON,19,2015,4,5882,4983,383,77,74,62,10
3655 W JACKSON,20,2015,5,6231,5272,289,60,57,51,16
3655 W JACKSON,21,2015,6,6570,5548,276,63,54,47,21
3655 W JACKSON,22,2015,7,6957,5883,335,52,46,40,12
3655 W JACKSON,23,2015,8,7284,6156,273,54,51,47,9
3655 W JACKSON,24,2015,9,7596,6413,257,55,50,45,11
3655 W JACKSON,25,2015,10,7947,6717,304,47,46,41,9
3655 W JACKSON,26,2015,11,8280,6986,269,64,59,47,10
3655 W JACKSON,27,2015,12,8637,7287,301,56,47,36,11
3655 W JACKSON,28,2016,1,8985,7577,290,58,52,48,18
3655 W JACKSON,29,2016,2,9353,7885,308,60,50,44,13
3655 W JACKSON,30,2016,3,9732,8223,338,41,35,29,8
3655 W JACKSON,31,2016,4,10107,8519,296,79,68,56,18
3655 W JACKSON,32,2016,5,10471,8820,301,63,61,55,16
3655 W JACKSON,33,2016,6,10813,9109,289,53,43,37,8
3655 W JACKSON,34,2016,7,11159,9389,280,66,54,48,17
3655 W JACKSON,35,2016,8,11505,9681,292,54,46,39,15
3655 W JACKSON,36,2016,9,11838,9963,282,51,46,44,14
3655 W JACKSON,37,2016,10,12169,10227,264,67,57,50,19
3655 W JACKSON,38,2016,11,12590,10567,340,81,69,61,16
3655 W JACKSON,39,2016,12,12973,10868,301,82,68,58,16
3655 W JACKSON,40,2017,1,13287,11138,270,44,33,30,9
3655 W JACKSON,41,2017,2,13663,11458,320,56,42,33,8
3655 W JACKSON,42,2017,3,14075,11807,349,63,55,48,15
3655 W JACKSON,43,2017,4,14468,12133,326,67,59,55,19
3655 W JACKSON,44,2017,5,14819,12419,286,65,57,51,15
3655 W JACKSON,45,2017,6,15209,12736,317,73,65,60,14
3655 W JACKSON,46,2017,7,15585,13031,295,81,69,57,16
3655 W JACKSON,47,2017,8,15987,13343,312,90,78,67,22
3655 W JACKSON,48,2017,9,16427,13693,350,90,79,73,23
3655 W JACKSON,49,2017,10,16786,13997,304,55,50,45,11
3655 W JACKSON,50,2017,11,17122,14267,270,66,59,39,7
3655 W JACKSON,51,2017,12,17506,14574,307,77,66,58,11
3655 W JACKSON,52,2018,1,17838,14843,269,63,58,46,10
3655 W JACKSON,53,2018,2,18095,15053,210,47,41,35,8
3655 W JACKSON,54,2018,3,18502,15394,341,66,58,48,15
3655 W JACKSON,55,2018,4,18862,15697,303,57,46,41,14
3655 W JACKSON,55,2018,5,18862,15697,0,0,0,0,0
3809 W BELMONT AVE,1,2014,5,37,37,37,0,0,0,0
3809 W BELMONT AVE,2,2014,6,143,139,102,4,4,4,2
3809 W BELMONT AVE,3,2014,7,277,270,131,3,3,3,3
3809 W BELMONT AVE,3,2014,8,277,270,0,0,0,0,0
3809 W BELMONT AVE,4,2014,9,406,397,127,2,2,2,1
3809 W BELMONT AVE,5,2014,10,490,481,84,0,0,0,0
